symbol,window,timestamp,price
BUSD,calm,1677798016,1.000882154815244
BUSD,calm,1677801617,1.000041806273107
BUSD,calm,1677805236,1.000466048660201
BUSD,calm,1677808831,0.9914065847924337
BUSD,calm,1677812467,1.0007562461695914
BUSD,calm,1677815875,0.999551
BUSD,calm,1677819602,1.0006666662044823
BUSD,calm,1677823245,1.0004738144254612
BUSD,calm,1677826818,0.9999071579738769
BUSD,calm,1677830420,1.0004400388112358
BUSD,calm,1677834012,0.9989020380225534
BUSD,calm,1677837479,1.0
BUSD,calm,1677841208,1.0002007032116376
BUSD,calm,1677844805,1.0001775581622991
BUSD,calm,1677848438,0.9995269889883983
BUSD,calm,1677851878,1.001
BUSD,calm,1677855467,1.001
BUSD,calm,1677859309,1.0006012708816747
BUSD,calm,1677862954,1.0006672342084515
BUSD,calm,1677866412,0.99986570020909
BUSD,calm,1677870028,1.0006762797080937
BUSD,calm,1677873678,1.0013876994991335
BUSD,calm,1677877202,1.0009407400425043
BUSD,calm,1677880827,0.9996372211692433
BUSD,calm,1677884462,0.9999829762359126
BUSD,calm,1677888000,1.0005306943635903
BUSD,calm,1677891776,1.001
BUSD,calm,1677895079,1.001
BUSD,calm,1677898964,1.001
BUSD,calm,1677902280,1.001
BUSD,calm,1677905873,1.001
BUSD,calm,1677909467,1.001
BUSD,calm,1677913073,1.001
BUSD,calm,1677916676,1.001
BUSD,calm,1677920265,1.0
BUSD,calm,1677923874,1.001
BUSD,calm,1677927478,1.001
BUSD,calm,1677931078,1.001
BUSD,calm,1677934981,1.001
BUSD,calm,1677938279,1.001
BUSD,calm,1677941874,1.001
BUSD,calm,1677945468,1.001
BUSD,calm,1677949074,1.001
BUSD,calm,1677952669,1.001
BUSD,calm,1677956265,1.001
BUSD,calm,1677959876,0.999607
BUSD,calm,1677963480,1.001
BUSD,calm,1677967070,1.0
BUSD,calm,1677970672,1.002
BUSD,calm,1677974277,1.001
BUSD,calm,1677977877,1.001
BUSD,calm,1677981694,1.0003325009910362
BUSD,calm,1677985305,0.9957118427871328
