date,circulating_usd
1678147200,805013488
1678233600,790343425
1678320000,740333433
1678406400,739110913
1678492800,826745086
1678579200,826745086
1678665600,841409867
1678752000,841409868
1678838400,834409868
1678924800,829409868
1679011200,807552716
1679097600,807552716
