symbol,timestamp,price
TUSD,1678233485,1.001
TUSD,1678237088,1.003
TUSD,1678240679,1.001
TUSD,1678244477,0.9993362269835128
TUSD,1678247886,1.001
TUSD,1678251644,1.0002717407891
TUSD,1678255232,0.9978974294922461
TUSD,1678258908,0.9991867331778361
TUSD,1678262489,1.0019061198219448
TUSD,1678266063,0.9995526770422056
TUSD,1678269489,1.001
TUSD,1678273088,1.001
TUSD,1678276867,1.0003082435457071
TUSD,1678280283,1.0
TUSD,1678283886,1.001
TUSD,1678287474,1.0
TUSD,1678291085,1.0
TUSD,1678294682,1.001
TUSD,1678298279,1.002
TUSD,1678301886,1.002
TUSD,1678305481,1.001
TUSD,1678309075,1.0
TUSD,1678312686,1.001
TUSD,1678316571,1.008
TUSD,1678319883,1.001
TUSD,1678323615,1.0000761405900631
TUSD,1678327204,1.0005970541832836
TUSD,1678330824,1.0006615757151878
TUSD,1678334436,0.9998169225936834
TUSD,1678338048,0.9999807518523529
TUSD,1678341688,1.0004862035461919
TUSD,1678345089,1.001
TUSD,1678348684,1.0
TUSD,1678352509,1.0008360054977803
TUSD,1678356014,1.0010406846425983
TUSD,1678359671,0.9999321948264268
TUSD,1678363279,1.0013227395944526
TUSD,1678366669,1.001
TUSD,1678370275,1.001
TUSD,1678374072,1.0000555791549839
TUSD,1678377673,0.9988110291257342
TUSD,1678381274,0.9993451204222504
TUSD,1678384848,1.001400108367161
TUSD,1678388507,1.0020303548045477
TUSD,1678392012,1.0029489760941381
TUSD,1678395625,0.9958218018354289
TUSD,1678399200,1.0005433944574231
TUSD,1678402859,1.0007996072041596
TUSD,1678406454,0.9998057727807358
TUSD,1678409878,1.001
TUSD,1678413780,0.999406
TUSD,1678417076,1.0
TUSD,1678420672,1.001
TUSD,1678424279,1.002
TUSD,1678428174,1.0
TUSD,1678431482,1.002
TUSD,1678435077,1.001
TUSD,1678438676,1.001
TUSD,1678442280,1.002
TUSD,1678445880,1.0
TUSD,1678449477,0.998936
TUSD,1678453081,1.004
TUSD,1678456673,0.995121
TUSD,1678460270,0.996476
TUSD,1678463875,1.003
TUSD,1678467479,0.998842
TUSD,1678471071,1.003
TUSD,1678474675,1.001
TUSD,1678478280,0.998922
TUSD,1678481880,0.999787
TUSD,1678485485,0.996943
TUSD,1678489362,0.998627
TUSD,1678492681,0.996569
TUSD,1678496279,0.998657
TUSD,1678499882,0.990549
TUSD,1678503473,0.994145
TUSD,1678507070,0.994559
TUSD,1678510675,0.99642
TUSD,1678514278,0.997275
TUSD,1678517879,0.989057
TUSD,1678521482,0.991115
TUSD,1678525064,0.991784
TUSD,1678528672,0.990239
TUSD,1678532273,0.988439
TUSD,1678535877,0.989572
